family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
ViT,n01729322,n02319095,False,2,hognose_snake,sea_urchin,1176,0.2
CNN,n02769748,n03733281,False,2,backpack,maze,2053,0.1
CNN,n02769748,n03794056,False,2,backpack,mousetrap,2053,0.1
ViT,n02988304,n03888257,True,2,CD_player,parachute,1217,0.2
ViT,n02988304,n03891332,True,2,CD_player,parking_meter,1217,0.2
ViT,n02988304,n03895866,False,2,CD_player,passenger_car,1217,0.2
ViT,n02988304,n03908714,False,2,CD_player,pencil_sharpener,1217,0.2
ViT,n01729322,n02093754,False,2,hognose_snake,Border_terrier,1176,0.2
ViT,n02988304,n03958227,False,2,CD_player,plastic_bag,1217,0.2
CNN,n03742115,n03384352,False,2,medicine_chest,forklift,1884,0.1
CNN,n02769748,n03642806,False,2,backpack,laptop,2053,0.1
CNN,n02769748,n03743016,False,2,backpack,megalith,2053,0.1
CNN,n02769748,n03759954,False,2,backpack,microphone,2053,0.1
CNN,n02769748,n03764736,True,2,backpack,milk_can,2053,0.1
CNN,n02769748,n03777568,False,2,backpack,Model_T,2053,0.1
CNN,n02769748,n03787032,False,2,backpack,mortarboard,2053,0.1
CNN,n02769748,n03733131,False,2,backpack,maypole,2053,0.1
ViT,n04200800,n04548280,False,2,shoe_shop,wall_clock,1096,0.2
ViT,n04200800,n04482393,False,2,shoe_shop,tricycle,1096,0.2
ViT,n04200800,n04501370,True,2,shoe_shop,turnstile,1096,0.2
CNN,n03742115,n02666196,False,2,medicine_chest,abacus,1884,0.1
CNN,n03742115,n02667093,False,2,medicine_chest,abaya,1884,0.1
CNN,n03742115,n02730930,False,2,medicine_chest,apron,1884,0.1
ViT,n04200800,n04507155,False,2,shoe_shop,umbrella,1096,0.2
CNN,n03742115,n02823428,False,2,medicine_chest,beer_bottle,1884,0.1
ViT,n01729322,n03000247,False,2,hognose_snake,chain_mail,1176,0.2
ViT,n01729322,n03992509,False,2,hognose_snake,potter's_wheel,1176,0.2
ViT,n01729322,n03998194,False,2,hognose_snake,prayer_rug,1176,0.2
ViT,n01729322,n03814639,False,2,hognose_snake,neck_brace,1176,0.2
ViT,n01729322,n03041632,False,2,hognose_snake,cleaver,1176,0.2
ViT,n01729322,n03124170,False,2,hognose_snake,cowboy_hat,1176,0.2
ViT,n01729322,n02883205,False,2,hognose_snake,bow_tie,1176,0.2
ViT,n01729322,n02966193,False,2,hognose_snake,carousel,1176,0.2
ViT,n02988304,n03769881,False,2,CD_player,minibus,1217,0.2
ViT,n01729322,n02865351,False,2,hognose_snake,bolo_tie,1176,0.2
ViT,n01729322,n02879718,False,2,hognose_snake,bow,1176,0.2
ViT,n01729322,n02526121,False,2,hognose_snake,eel,1176,0.2
ViT,n01729322,n02443114,False,2,hognose_snake,polecat,1176,0.2
ViT,n02988304,n03841143,True,2,CD_player,odometer,1217,0.2
ViT,n01729322,n02692877,False,2,hognose_snake,airship,1176,0.2
ViT,n01729322,n02786058,False,2,hognose_snake,Band_Aid,1176,0.2
ViT,n04200800,n04330267,False,2,shoe_shop,stove,1096,0.2
ViT,n04200800,n04252225,False,2,shoe_shop,snowplow,1096,0.2
ViT,n04200800,n04254777,False,2,shoe_shop,sock,1096,0.2
CNN,n03742115,n03218198,False,2,medicine_chest,dogsled,1884,0.1
CNN,n03742115,n03223299,False,2,medicine_chest,doormat,1884,0.1
ViT,n04200800,n04270147,False,2,shoe_shop,spatula,1096,0.2
ViT,n01729322,n02328150,False,2,hognose_snake,Angora,1176,0.2
ViT,n01729322,n02356798,False,2,hognose_snake,fox_squirrel,1176,0.2
ViT,n10148035,n04296562,True,2,groom,stage,1049,0.2
CNN,n01698640,n01582220,False,2,American_alligator,magpie,1638,0.1
ViT,n10148035,n04074963,False,2,groom,remote_control,1049,0.2
ViT,n10148035,n03970156,False,2,groom,plunger,1049,0.2
ViT,n10148035,n04209239,False,2,groom,shower_curtain,1049,0.2
CNN,n01698640,n01687978,True,2,American_alligator,agama,1638,0.1
CNN,n01698640,n01688243,True,2,American_alligator,frilled_lizard,1638,0.1
ViT,n01729322,n03297495,False,2,hognose_snake,espresso_maker,1176,0.2
CNN,n03742115,n01614925,False,2,medicine_chest,bald_eagle,1884,0.1
CNN,n03710637,n09246464,False,2,maillot,cliff,2105,0.1
ViT,n04200800,n04525305,False,2,shoe_shop,vending_machine,1096,0.2
ViT,n04200800,n04536866,False,2,shoe_shop,violin,1096,0.2
ViT,n01729322,n03000134,False,2,hognose_snake,chainlink_fence,1176,0.2
ViT,n01729322,n03485794,False,2,hognose_snake,handkerchief,1176,0.2
ViT,n01729322,n03532672,False,2,hognose_snake,hook,1176,0.2
ViT,n10148035,n04252225,False,2,groom,snowplow,1049,0.2
ViT,n04200800,n09835506,False,2,shoe_shop,ballplayer,1096,0.2
ViT,n04200800,n12620546,False,2,shoe_shop,hip,1096,0.2
ViT,n04200800,n06596364,False,2,shoe_shop,comic_book,1096,0.2
CNN,n03710637,n09472597,False,2,maillot,volcano,2105,0.1
ViT,n04208210,n01494475,False,2,shovel,hammerhead,1205,0.2
ViT,n04208210,n01582220,False,2,shovel,magpie,1205,0.2
CNN,n03710637,n09835506,False,2,maillot,ballplayer,2105,0.1
CNN,n03710637,n10148035,False,2,maillot,groom,2105,0.1
CNN,n03742115,n02788148,False,2,medicine_chest,bannister,1884,0.1
CNN,n03742115,n02795169,False,2,medicine_chest,barrel,1884,0.1
CNN,n03742115,n02799071,False,2,medicine_chest,baseball,1884,0.1
CNN,n03742115,n02916936,False,2,medicine_chest,bulletproof_vest,1884,0.1
CNN,n03742115,n02939185,False,2,medicine_chest,caldron,1884,0.1
ViT,n04200800,n09229709,False,2,shoe_shop,bubble,1096,0.2
ViT,n04200800,n04557648,False,2,shoe_shop,water_bottle,1096,0.2
ViT,n04200800,n04590129,False,2,shoe_shop,window_shade,1096,0.2
CNN,n03710637,n04033995,False,2,maillot,quilt,2105,0.1
CNN,n03710637,n04039381,False,2,maillot,racket,2105,0.1
CNN,n03742115,n02233338,False,2,medicine_chest,cockroach,1884,0.1
CNN,n03742115,n02489166,False,2,medicine_chest,proboscis_monkey,1884,0.1
CNN,n03742115,n01950731,False,2,medicine_chest,sea_slug,1884,0.1
ViT,n04208210,n01877812,False,2,shovel,wallaby,1205,0.2
CNN,n03742115,n02099601,False,2,medicine_chest,golden_retriever,1884,0.1
CNN,n03710637,n04548280,False,2,maillot,wall_clock,2105,0.1
ViT,n02988304,n03584254,True,2,CD_player,iPod,1217,0.2
ViT,n01729322,n03657121,False,2,hognose_snake,lens_cap,1176,0.2
ViT,n02988304,n03494278,False,2,CD_player,harmonica,1217,0.2
ViT,n02988304,n03384352,False,2,CD_player,forklift,1217,0.2
ViT,n01729322,n03791053,False,2,hognose_snake,motor_scooter,1176,0.2
ViT,n01729322,n03594734,False,2,hognose_snake,jean,1176,0.2
ViT,n02988304,n03063599,False,2,CD_player,coffee_mug,1217,0.2
ViT,n02988304,n02966687,True,2,CD_player,carpenter's_kit,1217,0.2
CNN,n02769748,n04201297,False,2,backpack,shoji,2053,0.1
CNN,n02769748,n03902125,False,2,backpack,pay-phone,2053,0.1
ViT,n04557648,n02095314,False,2,water_bottle,wire-haired_fox_terrier,1196,0.2
ViT,n04557648,n02107312,False,2,water_bottle,miniature_pinscher,1196,0.2
CNN,n02769748,n03942813,False,2,backpack,ping-pong_ball,2053,0.1
CNN,n02769748,n03874293,False,2,backpack,paddlewheel,2053,0.1
ViT,n04208210,n02105505,False,2,shovel,komondor,1205,0.2
ViT,n02988304,n03527444,False,2,CD_player,holster,1217,0.2
ViT,n04557648,n02481823,False,2,water_bottle,chimpanzee,1196,0.2
ViT,n04557648,n02488291,False,2,water_bottle,langur,1196,0.2
CNN,n02769748,n03838899,False,2,backpack,oboe,2053,0.1
CNN,n02769748,n03866082,False,2,backpack,overskirt,2053,0.1
CNN,n02769748,n03868863,False,2,backpack,oxygen_mask,2053,0.1
ViT,n04557648,n02085936,False,2,water_bottle,Maltese_dog,1196,0.2
CNN,n02769748,n04238763,False,2,backpack,slide_rule,2053,0.1
CNN,n02769748,n04254680,False,2,backpack,soccer_ball,2053,0.1
ViT,n01729322,n09256479,False,2,hognose_snake,coral_reef,1176,0.2
ViT,n01737021,n01734418,True,2,water_snake,king_snake,1191,0.2
ViT,n01729322,n11939491,False,2,hognose_snake,daisy,1176,0.2
CNN,n03710637,n03141823,False,2,maillot,crutch,2105,0.1
CNN,n03710637,n03447447,False,2,maillot,gondola,2105,0.1
CNN,n03710637,n03637318,False,2,maillot,lampshade,2105,0.1
CNN,n03710637,n03709823,False,2,maillot,mailbag,2105,0.1
ViT,n04208210,n02965783,False,2,shovel,car_mirror,1205,0.2
ViT,n02988304,n03041632,False,2,CD_player,cleaver,1217,0.2
ViT,n01729322,n04447861,False,2,hognose_snake,toilet_seat,1176,0.2
ViT,n01729322,n04344873,False,2,hognose_snake,studio_couch,1176,0.2
ViT,n02988304,n03085013,True,2,CD_player,computer_keyboard,1217,0.2
ViT,n01729322,n06785654,False,2,hognose_snake,crossword_puzzle,1176,0.2
ViT,n01729322,n07715103,False,2,hognose_snake,cauliflower,1176,0.2
ViT,n01729322,n07717556,False,2,hognose_snake,butternut_squash,1176,0.2
ViT,n01729322,n04552348,False,2,hognose_snake,warplane,1176,0.2
CNN,n03710637,n04584207,True,2,maillot,wig,2105,0.1
CNN,n03710637,n04590129,False,2,maillot,window_shade,2105,0.1
ViT,n04208210,n02172182,False,2,shovel,dung_beetle,1205,0.2
ViT,n04208210,n02231487,False,2,shovel,walking_stick,1205,0.2
ViT,n04208210,n02109961,False,2,shovel,Eskimo_dog,1205,0.2
ViT,n04208210,n02111889,False,2,shovel,Samoyed,1205,0.2
ViT,n04208210,n02112350,False,2,shovel,keeshond,1205,0.2
ViT,n02988304,n03134739,False,2,CD_player,croquet_ball,1217,0.2
ViT,n04208210,n02098286,False,2,shovel,West_Highland_white_terrier,1205,0.2
ViT,n04208210,n02105056,False,2,shovel,groenendael,1205,0.2
ViT,n04557648,n02417914,False,2,water_bottle,ibex,1196,0.2
ViT,n04557648,n02437312,False,2,water_bottle,Arabian_camel,1196,0.2
ViT,n04208210,n02808304,False,2,shovel,bath_towel,1205,0.2
CNN,n03710637,n03838899,False,2,maillot,oboe,2105,0.1
CNN,n03710637,n03775071,True,2,maillot,mitten,2105,0.1
CNN,n03710637,n03908714,False,2,maillot,pencil_sharpener,2105,0.1
ViT,n01737021,n01631663,True,2,water_snake,eft,1191,0.2
ViT,n01737021,n01632777,True,2,water_snake,axolotl,1191,0.2
ViT,n01737021,n01664065,True,2,water_snake,loggerhead,1191,0.2
ViT,n01737021,n01667778,True,2,water_snake,terrapin,1191,0.2
CNN,n03710637,n02500267,False,2,maillot,indri,2105,0.1
CNN,n03710637,n02504458,False,2,maillot,African_elephant,2105,0.1
ViT,n04208210,n03530642,False,2,shovel,honeycomb,1205,0.2
CNN,n03710637,n02783161,False,2,maillot,ballpoint,2105,0.1
ViT,n01729322,n07802026,False,2,hognose_snake,hay,1176,0.2
ViT,n01737021,n01496331,False,2,water_snake,electric_ray,1191,0.2
ViT,n02988304,n02910353,True,2,CD_player,buckle,1217,0.2
ViT,n01737021,n01530575,False,2,water_snake,brambling,1191,0.2
ViT,n01737021,n01914609,False,2,water_snake,sea_anemone,1191,0.2
ViT,n01737021,n01917289,False,2,water_snake,brain_coral,1191,0.2
ViT,n01737021,n01944390,False,2,water_snake,snail,1191,0.2
ViT,n01737021,n01824575,False,2,water_snake,coucal,1191,0.2
ViT,n04550184,n07248320,False,2,wardrobe,book_jacket,1082,0.2
ViT,n04557648,n02002724,False,2,water_bottle,black_stork,1196,0.2
ViT,n04557648,n01698640,False,2,water_bottle,American_alligator,1196,0.2
CNN,n02769748,n04200800,False,2,backpack,shoe_shop,2053,0.1
CNN,n02769748,n04040759,False,2,backpack,radiator,2053,0.1
CNN,n02769748,n04086273,False,2,backpack,revolver,2053,0.1
CNN,n03710637,n03372029,False,2,maillot,flute,2105,0.1
CNN,n03710637,n03124043,True,2,maillot,cowboy_boot,2105,0.1
ViT,n04208210,n02966193,False,2,shovel,carousel,1205,0.2
ViT,n04208210,n02669723,False,2,shovel,academic_gown,1205,0.2
CNN,n03710637,n04286575,False,2,maillot,spotlight,2105,0.1
CNN,n02769748,n04033995,False,2,backpack,quilt,2053,0.1
CNN,n02769748,n03967562,False,2,backpack,plow,2053,0.1
CNN,n02769748,n03976467,False,2,backpack,Polaroid_camera,2053,0.1
ViT,n04550184,n09472597,False,2,wardrobe,volcano,1082,0.2
ViT,n04557648,n01537544,False,2,water_bottle,indigo_bunting,1196,0.2
ViT,n04208210,n03733131,False,2,shovel,maypole,1205,0.2
ViT,n04208210,n03743016,False,2,shovel,megalith,1205,0.2
ViT,n04208210,n03763968,False,2,shovel,military_uniform,1205,0.2
CNN,n03710637,n02236044,False,2,maillot,mantis,2105,0.1
CNN,n03710637,n02133161,False,2,maillot,American_black_bear,2105,0.1
CNN,n03710637,n02134084,False,2,maillot,ice_bear,2105,0.1
CNN,n03710637,n02107142,False,2,maillot,Doberman,2105,0.1
CNN,n03710637,n02110806,False,2,maillot,basenji,2105,0.1
CNN,n01697457,n09399592,False,2,African_crocodile,promontory,1806,0.1
CNN,n01698640,n01740131,True,2,American_alligator,night_snake,1638,0.1
CNN,n01697457,n11879895,False,2,African_crocodile,rapeseed,1806,0.1
CNN,n01697457,n13133613,False,2,African_crocodile,ear,1806,0.1
CNN,n01698640,n01614925,False,2,American_alligator,bald_eagle,1638,0.1
CNN,n01698640,n01484850,False,2,American_alligator,great_white_shark,1638,0.1
ViT,n01737021,n01694178,True,2,water_snake,African_chameleon,1191,0.2
ViT,n01737021,n02027492,False,2,water_snake,red-backed_sandpiper,1191,0.2
ViT,n04208210,n03065424,False,2,shovel,coil,1205,0.2
CNN,n03710637,n03041632,False,2,maillot,cleaver,2105,0.1
CNN,n03710637,n03045698,False,2,maillot,cloak,2105,0.1
ViT,n01737021,n01677366,True,2,water_snake,common_iguana,1191,0.2
ViT,n10148035,n04532106,False,2,groom,vestment,1049,0.2
ViT,n10148035,n04536866,False,2,groom,violin,1049,0.2
CNN,n01697457,n07734744,False,2,African_crocodile,mushroom,1806,0.1
CNN,n01697457,n07753275,False,2,African_crocodile,pineapple,1806,0.1
CNN,n03710637,n02788148,False,2,maillot,bannister,2105,0.1
CNN,n03710637,n02667093,True,2,maillot,abaya,2105,0.1
CNN,n03710637,n02730930,True,2,maillot,apron,2105,0.1
CNN,n03710637,n02747177,False,2,maillot,ashcan,2105,0.1
ViT,n04208210,n03109150,True,2,shovel,corkscrew,1205,0.2
ViT,n04208210,n03124170,False,2,shovel,cowboy_hat,1205,0.2
ViT,n04208210,n03127747,False,2,shovel,crash_helmet,1205,0.2
ViT,n04208210,n03207941,False,2,shovel,dishwasher,1205,0.2
ViT,n04208210,n03637318,False,2,shovel,lampshade,1205,0.2
ViT,n04208210,n03649909,True,2,shovel,lawn_mower,1205,0.2
CNN,n03710637,n02835271,False,2,maillot,bicycle-built-for-two,2105,0.1
CNN,n03710637,n02860847,False,2,maillot,bobsled,2105,0.1
ViT,n04208210,n03666591,False,2,shovel,lighter,1205,0.2
ViT,n04208210,n03697007,False,2,shovel,lumbermill,1205,0.2
ViT,n04208210,n03595614,False,2,shovel,jersey,1205,0.2
ViT,n04208210,n03598930,False,2,shovel,jigsaw_puzzle,1205,0.2
ViT,n02971356,n04591713,True,2,carton,wine_bottle,1308,0.2
ViT,n02971356,n04596742,False,2,carton,wok,1308,0.2
ViT,n02971356,n04532106,False,2,carton,vestment,1308,0.2
ViT,n04208210,n03908714,True,2,shovel,pencil_sharpener,1205,0.2
CNN,n03710637,n02087046,False,2,maillot,toy_terrier,2105,0.1
CNN,n03710637,n02088632,False,2,maillot,bluetick,2105,0.1
CNN,n03710637,n02018795,False,2,maillot,bustard,2105,0.1
CNN,n03710637,n02071294,False,2,maillot,killer_whale,2105,0.1
ViT,n02988304,n02791270,False,2,CD_player,barbershop,1217,0.2
ViT,n02988304,n02793495,False,2,CD_player,barn,1217,0.2
ViT,n02988304,n02692877,False,2,CD_player,airship,1217,0.2
ViT,n01737021,n02091467,False,2,water_snake,Norwegian_elkhound,1191,0.2
ViT,n01737021,n02025239,False,2,water_snake,ruddy_turnstone,1191,0.2
ViT,n02988304,n02860847,False,2,CD_player,bobsled,1217,0.2
ViT,n02988304,n02877765,False,2,CD_player,bottlecap,1217,0.2
ViT,n01737021,n01774750,False,2,water_snake,tarantula,1191,0.2
CNN,n03710637,n02112018,False,2,maillot,Pomeranian,2105,0.1
CNN,n03710637,n02112137,False,2,maillot,chow,2105,0.1
ViT,n04208210,n03271574,False,2,shovel,electric_fan,1205,0.2
ViT,n04208210,n03376595,False,2,shovel,folding_chair,1205,0.2
ViT,n04208210,n03538406,False,2,shovel,horse_cart,1205,0.2
ViT,n04208210,n03478589,False,2,shovel,half_track,1205,0.2
ViT,n04208210,n03495258,False,2,shovel,harp,1205,0.2
ViT,n02988304,n02788148,False,2,CD_player,bannister,1217,0.2
ViT,n02971356,n04589890,False,2,carton,window_screen,1308,0.2
ViT,n02988304,n01910747,False,2,CD_player,jellyfish,1217,0.2
ViT,n02971356,n10148035,False,2,carton,groom,1308,0.2
ViT,n02971356,n07836838,False,2,carton,chocolate_sauce,1308,0.2
ViT,n02988304,n02091467,False,2,CD_player,Norwegian_elkhound,1217,0.2
ViT,n02971356,n04447861,False,2,carton,toilet_seat,1308,0.2
ViT,n02971356,n04367480,False,2,carton,swab,1308,0.2
ViT,n02971356,n04493381,True,2,carton,tub,1308,0.2
CNN,n03661043,n04579145,False,2,library,whiskey_jug,1808,0.1
ViT,n04208210,n04235860,False,2,shovel,sleeping_bag,1205,0.2
ViT,n04208210,n04239074,False,2,shovel,sliding_door,1205,0.2
CNN,n03661043,n07584110,False,2,library,consomme,1808,0.1
ViT,n04208210,n03998194,False,2,shovel,prayer_rug,1205,0.2
ViT,n04208210,n04004767,False,2,shovel,printer,1205,0.2
CNN,n03710637,n02093991,False,2,maillot,Irish_terrier,2105,0.1
ViT,n02971356,n04599235,False,2,carton,wool,1308,0.2
ViT,n04208210,n03888605,False,2,shovel,parallel_bars,1205,0.2
ViT,n04208210,n03794056,False,2,shovel,mousetrap,1205,0.2
CNN,n03710637,n01873310,False,2,maillot,platypus,2105,0.1
CNN,n03710637,n01770393,False,2,maillot,scorpion,2105,0.1
CNN,n03661043,n04522168,False,2,library,vase,1808,0.1
CNN,n03661043,n04525305,False,2,library,vending_machine,1808,0.1
CNN,n03661043,n04592741,False,2,library,wing,1808,0.1
CNN,n03661043,n04548280,False,2,library,wall_clock,1808,0.1
ViT,n04208210,n03599486,False,2,shovel,jinrikisha,1205,0.2
ViT,n04208210,n04141076,False,2,shovel,sax,1205,0.2
ViT,n04208210,n04023962,False,2,shovel,punching_bag,1205,0.2
ViT,n04208210,n03991062,False,2,shovel,pot,1205,0.2
ViT,n04208210,n03995372,True,2,shovel,power_drill,1205,0.2
CNN,n03710637,n01498041,False,2,maillot,stingray,2105,0.1
ViT,n04208210,n04192698,False,2,shovel,shield,1205,0.2
CNN,n03710637,n02483362,False,2,maillot,gibbon,2105,0.1
ViT,n01737021,n03208938,False,2,water_snake,disk_brake,1191,0.2
ViT,n01737021,n03000134,False,2,water_snake,chainlink_fence,1191,0.2
ViT,n01737021,n02749479,False,2,water_snake,assault_rifle,1191,0.2
ViT,n01737021,n02356798,False,2,water_snake,fox_squirrel,1191,0.2
ViT,n01737021,n02361337,False,2,water_snake,marmot,1191,0.2
ViT,n01737021,n02233338,False,2,water_snake,cockroach,1191,0.2
CNN,n03661043,n04204238,False,2,library,shopping_basket,1808,0.1
CNN,n03661043,n04116512,False,2,library,rubber_eraser,1808,0.1
ViT,n01737021,n02132136,False,2,water_snake,brown_bear,1191,0.2
ViT,n01737021,n02134418,False,2,water_snake,sloth_bear,1191,0.2
ViT,n01737021,n02114367,False,2,water_snake,timber_wolf,1191,0.2
ViT,n01737021,n02123394,False,2,water_snake,Persian_cat,1191,0.2
ViT,n01737021,n02109961,False,2,water_snake,Eskimo_dog,1191,0.2
ViT,n01737021,n02190166,False,2,water_snake,fly,1191,0.2
ViT,n01737021,n02206856,False,2,water_snake,bee,1191,0.2
ViT,n01737021,n03196217,False,2,water_snake,digital_clock,1191,0.2
CNN,n02769748,n04317175,False,2,backpack,stethoscope,2053,0.1
CNN,n02769748,n04428191,False,2,backpack,thresher,2053,0.1
CNN,n02769748,n04355338,False,2,backpack,sundial,2053,0.1
CNN,n03661043,n04336792,False,2,library,stretcher,1808,0.1
CNN,n03661043,n04344873,False,2,library,studio_couch,1808,0.1
ViT,n02971356,n04523525,False,2,carton,vault,1308,0.2
ViT,n02971356,n04409515,False,2,carton,tennis_ball,1308,0.2
ViT,n02971356,n04418357,False,2,carton,theater_curtain,1308,0.2
CNN,n02769748,n04204347,False,2,backpack,shopping_cart,2053,0.1
CNN,n02769748,n04127249,False,2,backpack,safety_pin,2053,0.1
CNN,n02769748,n04136333,False,2,backpack,sarong,2053,0.1
ViT,n04550184,n04523525,False,2,wardrobe,vault,1082,0.2
ViT,n04550184,n04525305,False,2,wardrobe,vending_machine,1082,0.2
ViT,n04550184,n04532106,False,2,wardrobe,vestment,1082,0.2
ViT,n04550184,n04548280,False,2,wardrobe,wall_clock,1082,0.2
ViT,n04550184,n04553703,False,2,wardrobe,washbasin,1082,0.2
ViT,n02971356,n04146614,False,2,carton,school_bus,1308,0.2
ViT,n04208210,n04606251,False,2,shovel,wreck,1205,0.2
ViT,n04208210,n04525038,False,2,shovel,velvet,1205,0.2
ViT,n04208210,n04548280,False,2,shovel,wall_clock,1205,0.2
CNN,n03661043,n03776460,False,2,library,mobile_home,1808,0.1
CNN,n03661043,n03874293,False,2,library,paddlewheel,1808,0.1
CNN,n03661043,n03888605,False,2,library,parallel_bars,1808,0.1
CNN,n03661043,n04486054,True,2,library,triumphal_arch,1808,0.1
ViT,n01737021,n02454379,False,2,water_snake,armadillo,1191,0.2
ViT,n01737021,n02492035,False,2,water_snake,capuchin,1191,0.2
ViT,n01737021,n02500267,False,2,water_snake,indri,1191,0.2
ViT,n01737021,n02417914,False,2,water_snake,ibex,1191,0.2
ViT,n01737021,n02441942,False,2,water_snake,weasel,1191,0.2
ViT,n01737021,n03876231,False,2,water_snake,paintbrush,1191,0.2
ViT,n01737021,n03733131,False,2,water_snake,maypole,1191,0.2
ViT,n02971356,n04136333,False,2,carton,sarong,1308,0.2
ViT,n04208210,n04355933,False,2,shovel,sunglass,1205,0.2
CNN,n03661043,n04372370,False,2,library,switch,1808,0.1
CNN,n03661043,n04311004,True,2,library,steel_arch_bridge,1808,0.1
CNN,n02769748,n04120489,False,2,backpack,running_shoe,2053,0.1
CNN,n02769748,n04204238,True,2,backpack,shopping_basket,2053,0.1
ViT,n01737021,n02442845,False,2,water_snake,mink,1191,0.2
ViT,n01737021,n02326432,False,2,water_snake,hare,1191,0.2
ViT,n01737021,n02346627,False,2,water_snake,porcupine,1191,0.2
CNN,n03661043,n04209239,False,2,library,shower_curtain,1808,0.1
CNN,n03661043,n04239074,True,2,library,sliding_door,1808,0.1
CNN,n03661043,n04153751,False,2,library,screw,1808,0.1
ViT,n04208210,n04265275,False,2,shovel,space_heater,1205,0.2
ViT,n04208210,n04311174,False,2,shovel,steel_drum,1205,0.2
ViT,n04208210,n04372370,False,2,shovel,switch,1205,0.2
ViT,n04208210,n04336792,False,2,shovel,stretcher,1205,0.2
ViT,n04208210,n04350905,False,2,shovel,suit,1205,0.2
